羅馬字	漢字	頻率
z-nyih	事業	2
z-nô	士拿	4
z-po	示玻	1
z-pô	示巴	4
z-tsih	時節	1
z-tʽi	事體	1
z-we	侍衛	3
z-we-deo-go	侍衛頭個	2
z-we-go	侍衛個	1
z-ʽeo	時候	101
za	柴	5
za-kyi	寨基	1
za-lông	豺狼	1
zah-cʽih-læ	𧼰出來	1
zah-cʽih-læ-go	𧼰出來個	1
zah-deo	石頭	12
zah-deo-go	石頭個	1
zah-hwe	石灰	1
zah-tsʽiu-go	賊臭個	1
zah-yiu	石油	1
zah-yiu-go	石油個	1
zao	造	23
zao-cʽih	造出	5
zao-dzing	造成	1
zao-go	造個	4
zao-li	槽裏	1
ze	罪	4
ze	隨	4
ze-bin	隨便	1
ze-gyi	隨其	1
ze-i	隨意	1
ze-kyʽin	罪愆	1
ze-ming	罪名	1
ze-nyih	罪孽	1
ze-ôh	罪惡	1
zi	自	32
zi-go	自個	16
zi-kô-nying	自家人	3
ziah	若	16
ziah-yiu	若有	1
ziah-z	若是	43
ziang	像	42
ziang	橡	1
ziang	牆	1
ziang-jü	橡樹	5
zih	射	1
zih-tsin	射箭	1
zih-tsin-go	射箭個	1
zin-deo	前頭	33
zin-deo-go	前頭個	3
zing	尋	12
zing-djoh	尋着	7
zing-feh-djoh	尋弗着	4
zing-hyü-to	甚許多	1
zing-to-siao	盛多少	1
zing-zing	盛盛	1
ziu	就	269
ziu	受	27
ziu-kwʽu-go	受苦個	1
ziu-shü	壽歲	17
ziu-tsʽa	就差	1
ziu-tʽæ	受胎	8
ziu-tʽæ-de	受胎了	2
ziu-tʽæ-go	受胎個	2
ziu-z	就是	123
ziu-z-ka	就是介	1
zo	坐	1
zo-leh	坐勒	1
zo-loh	坐落	1
zo-læ	坐來	5
zo-tih	坐的	1
zo-ts	坐仔	1
zo-tæn-loh	坐帶落	1
zo-we	坐位	1
zô-nyih	昨日	3
zông	上	3
zông-deo	上頭	9
zông-deo-go	上頭個	2
zông-kying	上緊	1
zông-kyʽi	上去	10
zông-teng	上頂	2
zông-teng-go	上頂個	2
zông-veng	上文	1
zông-zin	上前	2
zông-zin-go	上前個	1
æ-gyiu	哀求	1
æ-lin	哀憐	2
æ-sih	愛惜	12
æ-tʽong	哀慟	1
ô-deo	丫頭	33
ô-deo-go	丫頭個	3
ô-ts	椏枝	11
ô-ts-go	椏枝個	1
ô-wông	啞喤	6
ôh	惡	1
ôh-go	惡個	1
ôh-kwun	惡貫	1
ôh-kwun-mun-ying	惡貫滿盈	1
ôh-nyih	惡逆	1
ôh-nying	惡人	3
ôh-ôh-go	惡惡個	2
ü	餵	7
ü	於	1
ü-ü	餵餵	1
ün-dziu	怨仇	2
ün-ʽeng	怨恨	2
üong-tsi	擁擠	1
üong-weh-go	永活個	1
üong-yün	永遠	6
üong-yün-go	永遠個	6
üong-üong	勇勇	2
üô-da	亞大	6
üô-da-go	亞大個	2
üô-dah	亞達	1
üô-dah-go	亞達個	1
üô-di-lih-kyüô	亞提律迦	1
üô-fah-sah	亞法撒	6
üô-jih	亞述	3
üô-jih-bih	亞實別	1
üô-jih-go	亞述個	1
üô-jih-kyi-nô	亞實基拿	1
üô-keh-pʽo-go	亞革破個	2
üô-ken	亞干	1
üô-kyi	亞基	1
üô-kyiah	亞甲	1
üô-lah-lah	亞拉臘	1
üô-leh	亞勒	1
üô-leh-veng	亞勒文	1
üô-leh-wô	亞勒華	1
üô-leng-pô-kʽoh	亞倫巴哭	1
üô-li-li	亞利利	1
üô-liah	亞略	2
üô-lo-ti	亞羅底	1
üô-læn	亞蘭	7
üô-læn-go	亞蘭個	2
üô-meng	亞捫	1
üô-mo-li	亞摩利	6
üô-mo-tʽah	亞摩塔	1
üô-mô-leh	亞瑪勒	1
üô-mô-lih	亞瑪力	2
üô-næ	亞乃	1
üô-næ-go	亞乃個	1
üô-nô	亞拿	6
üô-nô-go	亞拿個	3
üô-pah	亞伯	8
üô-pah-lah-hen	亞伯拉罕	122
üô-pah-lah-hen-go	亞伯拉罕個	15
üô-pah-læn	亞伯蘭	63
üô-pah-læn-go	亞伯蘭個	4
üô-pah-mah-si	亞伯麥西	1
üô-pi-da	亞比大	1
üô-pi-mi-lih	亞比米力	23
üô-pi-mi-lih-go	亞比米力個	1
üô-pi-mô-li	亞比瑪利	1
üô-pô	亞巴	1
üô-shih	亞設	3
üô-shih-go	亞設個	1
üô-shü-li	亞書利	1
üô-si-neh	亞西納	3
üô-tông	亞當	20
üô-tông-go	亞當個	1
üô-tʽu-læn	亞土蘭	3
üô-vi-teh	亞未得	1
üô-wu-sah	亞戶撒	1
üô-wô-ti	亞華底	1
üô-yüô	亞雅	1
üô-ʽo-li-pô-mô	亞何利巴瑪	6
üô-ʽo-li-pô-mô-go	亞何利巴瑪個	1
ʽa-ta	鞋帶	1
ʽah-li	何裏	15
ʽang	行	3
ʽang-dong	行動	1
ʽang-jih	行實	1
ʽang-jü-go	杏樹個	1
ʽang-jün	行善	1
ʽang-nying	杏仁	1
ʽang-we	行爲	1
ʽang-we-ko-jün	行爲果然	1
ʽao-li-da-kʽoh	號淚大哭	5
ʽao-ling	號令	3
ʽeh-kô	闔家	1
ʽeh-kô-go	合家個	1
ʽen	咸	14
ʽen	含	7
ʽen-cʽih-tʽô-liu	汗出湯流	1
ʽen-go	含個	2
ʽen-kyi-sing	咸肌身	1
ʽen-tih	含的	1
ʽen-tʽin-ʽô	咸天下	5
ʽeng	恨	7
ʽeng-sing	恨心	1
ʽeo	後	1
ʽeo-deo	後頭	52
ʽeo-dæ	後代	42
ʽeo-dæ-go	後代個	1
ʽeo-jih	厚實	5
ʽeo-jih-go	厚實個	1
ʽeo-kyʽi-lih	候氣力	2
ʽeo-læ	後來	1
ʽeo-pe	後背	5
ʽeo-sang	後生	4
ʽo	河	11
ʽo	何	1
ʽo-feh	何弗	3
ʽo-kô	和家	2
ʽo-li	何利	6
ʽo-li	河裏	4
ʽo-moh	和睦	1
ʽo-moh-go	和睦個	1
ʽo-nga	河外	1
ʽo-pô	何把	1
ʽo-se	禍祟	1
ʽoh-tsia	或者	1
ʽong	洪	1
ʽong-deo-kang	紅豆羹	1
ʽong-go	紅個	1
ʽong-shü	洪水	14
ʽong-sin	紅線	2
ʽong-ʽong-go	紅紅個	2
ʽæ	害	18
ʽæ	亥	1
ʽæ-go	亥個	1
ʽæ-sah	害煞	1
ʽô	嗄	4
ʽô	下	3
ʽô	夏	1
ʽô-cʽü-li	下處裏	2
ʽô-deo	下頭	1
ʽô-deo-go	下頭個	1
ʽô-siu	下手	1
ʽô-tsao	下遭	1
ʽô-veng	下文	12
ʽô-væn	下飯	3
ʽôh-tsia	或者	12
